STATION_NAME	RIVER_NAME	LOCATION	lon	lat	STATUS	FIRST_YR	LAST_YR	TOTAL_YRS	MISS_YRS
S-10000100102	Turkey Creek	Essex Rd 20, Front Rd, bridge, La Salle	-83.10113374	42.24502501	I	1964.00	1984.00	13.00	8.00
S-10000100202	Turkey Creek	Sprucewood Ave, Essex Cnty Rd 40, SW of Windsor	-83.06792149	42.24845114	I	1975.00	1996.00	22.00	0.00
S-10000200102	Canard River	Essex Cnty Rd 20, S of River Canard	-83.09755324	42.16889626	I	1964.00	1996.00	31.00	2.00
S-10000200202	Canard River	Conc 6, Anderton Twp, 3km S of Lukerville	-83.01879548	42.15905964	A	1975.00	2016.00	38.00	4.00
S-11000100102	Chippawa Canal	Whirlpool Rd, Niagara Falls	-79.08128773	43.12511939	I	1972.00	1995.00	13.00	11.00
S-11000100202	Chippawa Canal	Lundys Lane, E of QEW, Niagara Falls	-79.11536398	43.08917901	I	1972.00	1973.00	2.00	0.00
S-11000100302	Welland River	Montrose Rd, S of Niagara Falls	-79.12305298	43.04628739	I	1966.00	1988.00	18.00	5.00
S-11000100383	Welland River	Montrose Rd, Montrose	-79.12305311	43.04628726	I	1980.00	2003.00	24.00	0.00
S-11000100402	Welland River	Portage Rd, Chippawa	-79.05195973	43.05975214	I	1965.00	1975.00	11.00	0.00
S-11000100502	Welland River	River St, at new siphon, Port Robinson	-79.21112836	43.02862239	A	1965.00	2016.00	41.00	11.00
S-11000100602	Welland River	Niagara St, N of West Main St, Welland	-79.25268961	42.99347101	I	1977.00	1978.00	2.00	0.00
S-11000100702	Welland River	River Rd, O'Reillys Bridge, S of Welland Airport	-79.31766686	42.97203639	A	1977.00	2016.00	30.00	10.00
S-11000100802	Welland River	Sinclairville Rd, Sinclairville	-79.76848623	43.05751801	I	1979.00	1995.00	14.00	3.00
S-11000100902	Welland River	Trimble Road, E of Hwy 56, S of Binbrook	-79.79895111	43.09263064	I	1979.00	1995.00	14.00	3.00
S-11000101002	Chippawa Power Canal	Bridge S of Hwy 405, W of NiagaraPkwy, S of Qnstn	-79.04593211	43.14850551	I	1983.00	1995.00	8.00	5.00
S-11000101102	Welland River	Niagara Reg Rd 27, Wellandport	-79.48192361	43.00472876	I	1987.00	1995.00	6.00	3.00
S-12000000102	St. Lawrence River	Bathing area, S. of Montreal Rd, Cornwall	-74.69996960	45.01601439	I	1964.00	1965.00	2.00	0.00
S-12000000202	St. Lawrence River	Galop Canal, S. of Cardinal	-75.37477998	44.78438001	I	1965.00	1965.00	1.00	0.00
S-12000000302	St. Lawrence River	Prescott-Ogdensburg Internation Bridge, Johnstown	-75.46544548	44.74289139	I	1965.00	1965.00	1.00	0.00
S-12000000402	St. Lawrence River	At Tunnel Bay, Brockville	-75.68402998	44.58670001	I	1964.00	1965.00	2.00	0.00
S-12000200102	Little Cataraqui Creek	Highway 33, Bath Road, Kingston	-76.54078710	44.23838376	I	1965.00	2016.00	11.00	13.00
S-12000200202	Little Cataraqui Creek	Princess St, SE of Cataraqui	-76.53475698	44.25205989	I	1966.00	2000.00	2.00	33.00
S-12000200302	Little Cataraqui Creek	At Front / King St Bridge, Kingston	-76.54683935	44.21977276	I	1965.00	1967.00	3.00	0.00
S-12000200402	Little Cataraqui Creek	Princess St, SE of Cataraqui	-76.53475698	44.25205989	A	1966.00	2016.00	51.00	0.00
S-12000200502	Little Cataraqui Creek	Culvert at Perth Rd, 2.5km N of Hwy 401	-76.50146735	44.29127451	I	1966.00	2013.00	41.00	7.00
S-12000200602	Little Cataraqui Creek	Perth Rd, Kingston	-76.50146735	44.29127451	I	1970.00	1972.00	3.00	0.00
S-12000200702	Little Cataraqui Creek	St. Remy Pl, S of Hwy 401	-76.51440898	44.26714489	I	1970.00	1979.00	10.00	0.00
S-12000200802	Little Cataraqui Creek	CA reservoir outlet dam	-76.52382935	44.27773751	I	1980.00	2013.00	34.00	0.00
S-12000400102	Cataraqui River	Cnty Rd 2, Lasalle Causeway, Kingston	-76.47446723	44.23466151	I	1964.00	2013.00	50.00	0.00
S-12000400183	Cataraqui River	Cnty Rd 2, Lasalle Causeway, Kingston	-76.47446723	44.23466151	I	1976.00	1978.00	3.00	0.00
S-12000400202	Cataraqui River	Dam at Kingston Mills Rd, Kingston Mills	-76.44104410	44.29378189	A	1966.00	2016.00	51.00	0.00
S-12000400302	Cataraqui River	Brewers Mill Rd at Bridge Below Brewers Mill	-76.31164710	44.41324814	I	1966.00	1966.00	1.00	0.00
S-12000400402	Cataraqui River	W of Hwy 15, Dam at Jones Falls	-76.23615673	44.54485801	I	1967.00	1979.00	13.00	0.00
S-12000400502	Cataraqui River	Belle Park Dr, Bridge to Bell Island, Kingston	-76.47322148	44.24939139	I	1967.00	1979.00	13.00	0.00
S-12000400602	Cataraqui River	Foot of Elliot Ave, Kingston	-76.47894285	44.25744089	I	1967.00	1979.00	13.00	0.00
S-12000400702	Millburn Creek	Milburn Rd, 1.5 miles S of Battersea	-76.37565973	44.41326064	I	1970.00	1979.00	10.00	0.00
S-12001700102	Gananoque River	Trestle, Canadian Steel, Gananoque	-76.16688548	44.32849739	A	1967.00	2016.00	50.00	0.00
S-12001700202	Gananoque River	Jonas St, Lyndhurst	-76.12024373	44.54612089	A	1966.00	2016.00	51.00	42.00
S-12001700302	Gananoque River	Hwy 2 (King St E), Gananoque	-76.16452198	44.32713101	I	1964.00	1967.00	4.00	0.00
S-12001700402	Gananoque River	Cnty Rd 32, 3km N of Hwy 401, Maple Grove	-76.18951298	44.36306201	I	1970.00	2013.00	44.00	0.00
S-12002700102	Larue Creek	Thousand Island Parkway, La Rue Mills	-75.88353710	44.43318339	A	1972.00	2016.00	45.00	34.00
S-12003100102	Lyn Creek	Cnty Rd 2, 1km W of Sherwood Springs	-75.80519548	44.52510401	A	1986.00	2016.00	31.00	0.00
S-12003300102	Grants Creek Tributary	Lyn Rd, Cnty Rd 46, W of Brockville	-75.72888973	44.57761089	I	1986.00	2014.00	29.00	0.00
S-12003400102	Butlers Creek	King St W, Cnty Rd 2, Brockville	-75.69108773	44.58559714	A	1967.00	2016.00	50.00	0.00
S-12005300102	Nash Creek	Cty Rd 2, E of Morrisburg	-75.16933935	44.90701802	I	1972.00	1979.00	7.00	1.00
S-12006000102	Hoople Creek	Shaver Rd, S of Hwy 401, E of Ingleside	-74.95646585	45.01432127	I	1969.00	1979.00	9.00	2.00
S-12006000202	Hoople Creek	Cnty Rd 14, N of Hwy 401	-74.99771798	45.01453252	I	1969.00	1971.00	3.00	0.00
S-12007300102	Raisin River	Highway 401, Lancaster	-74.50515785	45.13267402	I	1972.00	1979.00	7.00	1.00
S-12007300202	Raisin River	Bridge between Williamstown and Lancaster	-74.54202098	45.13316814	I	1976.00	1984.00	5.00	4.00
S-12007300302	Raisin River	1st bend dwnstrm Williamstown, off Cnty Rd 17	-74.57768260	45.14449477	A	1976.00	2016.00	40.00	1.00
S-12007300402	Raisin River	CPR RR Bridge, W of Williamstown	-74.58917523	45.14765839	I	1976.00	1998.00	5.00	18.00
S-12007300602	Raisin River	1.4 mil dnstrm Martintown, near MacGillivrays Rd	-74.69653598	45.14417939	I	1976.00	1979.00	4.00	0.00
S-12007300702	Raisin River	Cemetery Rd,  Upstream of Martintown	-74.72975260	45.14283902	I	1976.00	1979.00	4.00	0.00
S-16018402402	Grand River	Blossom Ave, Newport	-80.24046036	43.09956539	I	1969.00	2007.00	34.00	5.00
S-16018402502	Alder Creek	Main St, Alder Lake Dam, New Dundee	-80.53466173	43.35321701	I	1970.00	1971.00	2.00	0.00
S-16018402602	Alder Creek	Bleams Rd, Reg Rd 4, Mannheim	-80.54922211	43.39758601	I	1970.00	1996.00	27.00	0.00
S-16018402702	Grand River	Cockshutts bridge, Erie Ave, Brantford	-80.24491061	43.10974339	A	1970.00	2016.00	44.00	3.00
S-16018402802	Grand River	Hwy 7, Breslau	-80.42241836	43.47961789	I	1970.00	1998.00	28.00	1.00
S-16018402902	Conestogo River	Waterloo St, Reg Rd 22, SW of Conestogo	-80.51439923	43.52485176	A	1970.00	2016.00	47.00	0.00
S-16018403002	Laurel Creek	Carisbrook Dr, N of Bridge St, W of Bridgeport	-80.48150173	43.48278914	I	1970.00	1998.00	10.00	19.00
S-16018403102	Nith River	Blenheim Twp Rd 12, S of Plattsville	-80.61572811	43.29132876	I	1970.00	1979.00	10.00	0.00
S-16018403202	Nith River	Wilmot Twp Rd 13, dwnstrm New Hamburg	-80.67887873	43.37547901	A	1970.00	2016.00	47.00	0.00
S-16018403302	Nith River	Trussler Road	-80.47478311	43.27485814	A	1970.00	2016.00	38.00	9.00
S-16018403402	Speed River	Edinburgh Rd, Guelph	-80.25301686	43.53362114	A	1970.00	2016.00	37.00	10.00
S-16018403502	Grand River	Dover Rd, Reg Rd 3, bridge at Dunnville	-79.61984636	42.90026526	A	1980.00	2016.00	37.00	0.00
S-16018403583	Grand River	Dover Rd, Reg Rd 3, bridge at Dunnville	-79.61986048	42.90024226	I	1972.00	1979.00	8.00	0.00
S-16018403602	Speed River	Wellington Cnty Rd 32, SW of Guelph	-80.28215011	43.48425339	A	1972.00	2016.00	45.00	0.00
S-16018403702	Grand River	Centre Wellington 2nd Ln, dwnstrm Bellwood Lake	-80.34398648	43.72484376	A	1972.00	2016.00	45.00	0.00
S-12007300802	Raisin River	Black Bush Rd, dwnstrm St. Andrews	-74.77306310	45.10992464	A	1976.00	2016.00	40.00	1.00
S-12007300902	Raisin River	Cornwall Township Rd 6, NW of St. Andrews	-74.83535548	45.09046977	I	1976.00	1979.00	4.00	0.00
S-12007301002	Raisin River	Cnty Rd 18, E of Lunenburg	-74.94065698	45.05934864	I	1976.00	1993.00	18.00	0.00
S-12007301102	North Raisin River	Cemetery Rd, upstrm Martintown	-74.73578523	45.15010677	A	1976.00	2016.00	40.00	1.00
S-12007301202	North Raisin River	At bridge E of McMillan Corners	-74.84193723	45.16798902	I	1976.00	1979.00	4.00	0.00
S-12007301302	North Raisin River	Cnty Road 43, Monckland	-74.86735360	45.19946402	I	1976.00	1984.00	5.00	4.00
S-12007301402	South Raisin River	Kraft Road, Glendale	-74.57915123	45.13464864	I	1976.00	1979.00	4.00	0.00
S-12007301502	South Raisin River	Cashions Rd, S of Cashions Glen	-74.67696085	45.09994402	A	1976.00	2016.00	40.00	1.00
S-12007301602	South Raisin River	At Bridge on McConnell Ave, N of Cornwall	-74.74177335	45.05583702	I	1976.00	1979.00	4.00	0.00
S-12007301702	South Raisin River	Avonmore Rd (Cnty Rd15), Lakeview Heights	-74.86160398	45.03734377	I	1976.00	1979.00	4.00	0.00
S-12007700102	Sutherland Creek	Cnty Road 2, S of Curry Hill	-74.38354148	45.18918814	I	1972.00	1976.00	5.00	0.00
S-12007900102	Wood Creek	Cnty Road 2, E of Curry Hill Road	-74.36522398	45.19497089	I	1972.00	1976.00	5.00	0.00
S-12008000102	Beaudette River	Conc 7, Lancaster Twp, W of Glen Nevis	-74.49384723	45.27319589	I	1988.00	2011.00	22.00	1.00
S-12008000202	Beaudette River	Squire Rd, N of Cnty Rd 25, W of Avondale	-74.73053848	45.21336889	I	1988.00	1993.00	6.00	0.00
S-12008600102	Delisle River	Glen Roberston Rd, Cnty Rd 10, dwnstrm Alexandria	-74.60216635	45.31764314	A	1980.00	2016.00	36.00	1.00
S-12008600202	Delisle River	McCormick Rd, upstrm Alexandria sewage lagoons	-74.61790498	45.32856752	A	1980.00	2016.00	36.00	1.00
S-12008600302	Garry River	CNR trestle, Alexandria	-74.62654048	45.31687502	I	1980.00	2011.00	30.00	1.00
S-12008600402	Garry River	Lochiel St, upstrm Alexandria	-74.63752123	45.30295964	A	1980.00	2016.00	36.00	1.00
S-12008600502	Delisle River	Power Dam Rd, E of Cty Rd 34	-74.63931510	45.32536777	I	1998.00	1998.00	1.00	0.00
S-12008600602	Garry River	West of Main St, S. of Co. Rd. 43, Alexandria	-74.63621948	45.30946777	I	1997.00	1998.00	2.00	0.00
S-16018407502	Conestogo River	Wellington St, Drayton	-80.66993298	43.75687376	A	1975.00	2016.00	12.00	30.00
S-16018407602	Grand River	Colborne St bridge, W of Brant St, Brantford	-80.26986161	43.13748464	I	1975.00	1979.00	5.00	0.00
S-16018407702	Conestogo River	Wellington Cnty Rd 45, steel bridge at Glen Allan	-80.70206798	43.65482551	A	1975.00	2016.00	39.00	3.00
S-16018407802	Conestogo River	King St, St. Jacobs	-80.55331623	43.54114301	I	1975.00	1978.00	4.00	0.00
S-16018407902	Canagagigue Creek	Reg Rd 22, S of Church St E, E of Elmira	-80.50916323	43.57972076	I	1975.00	2010.00	6.00	30.00
S-16018408002	Nith River	Blenheim Twp Rd 2, E of Canning	-80.45531398	43.18988601	I	1975.00	1978.00	4.00	0.00
S-16018408202	Speed River	Dnstrm of STP Guelph, E of Cnty Rd 124	-80.26196961	43.51488064	I	1975.00	1978.00	4.00	0.00
S-16018408302	Nith River	Douro St, Cnty Rd 8, Plattsville	-80.62289411	43.29984489	I	1975.00	1977.00	3.00	0.00
S-16018408402	Nith River	Stanley St,  W of Northumberland St, Ayr	-80.45201098	43.28503376	I	1975.00	1977.00	3.00	0.00
S-16018408502	Schneider Creek	Hayward Ave, E of Hanson Ave, Kitchener	-80.47083998	43.42485264	I	1976.00	1985.00	4.00	6.00
S-18240003002	Riviere du Lievre	At Bridge on Hwy 8, Masson	-75.42525998	45.54350002	I	1968.00	1968.00	1.00	0.00
S-18240009002	Riviere du Lievre	At Road Bridge in Buckingham, P.Q.	-75.42244998	45.59482002	I	1968.00	1971.00	4.00	0.00
S-18240009082	Riviere du Lievre	Road Bridge in Buckingham	-75.41948998	45.58583002	I	1968.00	1975.00	5.00	3.00
S-18240010002	Riviere du Lievre	At Hydro DAM in Buckingham, P.Q.	-75.42176998	45.59032002	I	1968.00	1975.00	8.00	0.00
S-18259002002	Green Creek	at Hwy 417, East of Rockcliffe Park	-75.57768648	45.45683327	I	1970.00	1980.00	11.00	0.00
S-18266002002	Riviere Gatineau	Highway 8 Bridge 175' from Left Shore	-75.57839998	45.45642002	I	1968.00	1971.00	4.00	0.00
S-18266002082	Riviere Gatineau	Highway 8 Bridge, Hull	-75.57839998	45.45642002	I	1972.00	1975.00	4.00	0.00
S-18266102002	Riviere Gatineau	Highway 8 Bridge 525' from Left Shore	-75.70023998	45.45754002	I	1968.00	1969.00	2.00	0.00
S-18268001002	Lake Creek	At mouth of Lake Creek	-75.70229998	45.44852002	I	1968.00	1969.00	2.00	0.00
S-18268002002	Lake Creek	At Booth St, N. of Ottawa River Parkway	-75.71640848	45.41871764	I	1969.00	1971.00	3.00	0.00
S-18272001002	Brewery Creek	At Fournier Blvd, Hull P.Q.	-75.71218998	45.44149002	I	1968.00	1975.00	8.00	0.00
S-18272010002	Brewery Creek	At Bridge on Tache Blvd, Hull	-75.72474998	45.42408002	I	1968.00	1969.00	2.00	0.00
S-18297001002	Watts Creek	Shirley Blvd, Shirleys Bay, NE of Kanata	-75.89077235	45.36244477	I	1968.00	1976.00	9.00	0.00
S-18332001002	Quyon Riviere	At Bridge on Highway 8, Quyon	-76.22386048	45.52178089	I	1968.00	1971.00	4.00	0.00
S-18337002002	Carp River	Fitzroy St, Bridge E of Fitzroy Harbour	-76.21073785	45.47380352	I	1968.00	1979.00	12.00	0.00
S-18343025002	Indian Creek	Clayton Lake Outlet, (Tatlock) Cnty Rd 9, Clayton	-76.32613498	45.19112627	I	1970.00	1979.00	10.00	0.00
S-18343052002	Clyde River	At dam, dwnstrm Lanark	-76.36411773	45.01245302	A	1970.00	2016.00	47.00	0.00
S-18343053002	Clyde River	Kerr Lake outlet, upstrm Lanark	-76.36449135	45.03017452	I	1970.00	2006.00	37.00	0.00
S-18343057002	Sunday Creek	Dam at Canonto Lake Outlet, NE of Canonto	-76.77648735	45.06021427	I	1970.00	2000.00	7.00	24.00
S-18343057202	Canonto Lake	Canonto Lake Inlet Dam, Arcol Rd, SW of Canonto	-76.81266323	45.03740764	I	1976.00	1979.00	4.00	0.00
S-18343061002	Fall River	Bennett Lake outlet, upstrm Fallbrook	-76.41068235	44.94763102	A	1979.00	2016.00	38.00	0.00
S-18343063001	Sharbot Lake	Hwy 38, Sharbot Lake	-76.68917273	44.76638789	I	1970.00	1979.00	10.00	0.00
S-12008600702	Garry River	Kenyon Dam, upstrm Alexandria	-74.65196798	45.28644989	I	1997.00	1998.00	2.00	0.00
S-12008600802	Garry River	W. of McMillan Rd, North of Little 3rd Rd, Dornie	-74.68195435	45.31326902	I	1997.00	1998.00	2.00	0.00
S-12008600902	Garry River	Fillions Landing, Loch Garry Lake	-74.70481848	45.26307739	I	1997.00	1998.00	2.00	0.00
S-12008601002	Garry River	Girl Guide Camp, Loch Garry Lake	-74.73549610	45.24729377	I	1997.00	1998.00	2.00	0.00
S-13000000102	St. Marys River	Entrance to St. Marys canal	-84.38802461	46.50232327	I	1968.00	1988.00	10.00	11.00
S-13000000202	St. Marys River	Algoma Steel Works	-84.37642911	46.51481939	I	1968.00	1972.00	5.00	0.00
S-13000000302	St. Marys River	Centre of Huron St dam, Sault Ste. Marie	-84.34912661	46.51422652	I	1968.00	1995.00	25.00	3.00
S-13000000402	St. Marys River	River Centre, Ferry Dock, Sault	-84.33581824	46.50473402	I	1968.00	1983.00	6.00	10.00
S-13000000502	St. Marys River	Bells Point Dock, S of Hwy 17	-84.21503999	46.53754002	I	1976.00	1987.00	12.00	0.00
S-13000000602	St. Marys River	Private dock, E of Sault Ste. Marie Golf Club	-84.27022999	46.49680002	I	1976.00	1994.00	18.00	1.00
S-13000000702	St. Marys River	Sault St. Marie Civic Centre	-84.33490261	46.50678702	I	1976.00	1995.00	19.00	1.00
S-13000000802	St. Marys River	Hwy 2, Sault Ste. Marie, Michigan, USA	-84.38918999	46.49598002	I	1976.00	1995.00	19.00	1.00
S-13000000902	Stobie Creek	Hwy 17	-83.88865424	46.34193652	I	1983.00	1985.00	3.00	0.00
S-13000001002	Little Carp River	2nd Line West, Leigh Bay	-84.45800486	46.53514864	I	1983.00	1985.00	3.00	0.00
S-13000001102	St. Marys River	1st buoy upstrm of Bells Pt	-84.21505999	46.53732002	I	1985.00	1994.00	7.00	3.00
S-13000001202	St. Marys River	100 ft S of Topsail Island	-84.29809599	46.49498664	I	1986.00	1994.00	6.00	3.00
S-13000300102	Big Carp River	Herkimer St, N of Carpin Beach	-84.44987174	46.50622927	A	1973.00	2016.00	28.00	16.00
S-13000700202	West Davignon Creek	Baseline Rd, W of Goulais Ave, Sault Ste. Marie	-84.38334349	46.52239314	I	1972.00	1976.00	3.00	2.00
S-13000700302	Bennett Creek	2nd Line Road West	-84.40632911	46.53639652	I	1982.00	1983.00	2.00	0.00
S-13000700402	West Davignon Creek	2nd Line Road West	-84.39391061	46.53668452	I	1982.00	1983.00	2.00	0.00
S-13000800102	East Davignon Creek	Near mouth, off Goulais Ave, Sault Ste. Marie	-84.38080749	46.52216677	A	1972.00	2016.00	33.00	12.00
S-13000800202	East Davignon Creek	4th Ln Rd, Sault Ste. Marie	-84.37015761	46.56610252	I	1982.00	1983.00	2.00	0.00
S-13000900102	Fort Creek	At mouth, Sault Ste. Marie	-84.34363561	46.51487152	I	1972.00	1995.00	23.00	1.00
S-13001000102	Clark Creek	100 m upstrm Queen St, Sault Ste. Marie	-84.27902024	46.49781414	I	1986.00	1995.00	9.00	1.00
S-13001100102	Root River	Hwy 17, E of Sault Ste. Marie	-84.21850599	46.54620264	A	1968.00	2016.00	40.00	9.00
S-13001100202	Root River	Hwy 17, N of Sault Ste. Marie	-84.32113511	46.57238489	A	1972.00	2016.00	32.00	13.00
S-13001100302	Root River	5th Ln E	-84.32477024	46.58141564	I	1986.00	1995.00	8.00	2.00
S-13001100402	Root River	Great Northern Rd, approx 1 km N of 5th Ln	-84.31190161	46.58783627	I	1986.00	1991.00	6.00	0.00
S-13001100502	Root River	Trout Lake Rd, E of Hwy 17, S of Heydan	-84.30559949	46.62914602	I	1986.00	1989.00	4.00	0.00
S-13001100602	West Root River	0.5 km N of confluence with Root River	-84.31454574	46.58973752	I	1986.00	1989.00	4.00	0.00
S-13001100702	Root River	Hwy 556, 1.8 km from Hwy 17	-84.29269099	46.65530239	I	1986.00	1989.00	4.00	0.00
S-13001100802	Cold Water Creek	4th Ln E, E of Hwy 17	-84.27958799	46.56818127	I	1986.00	1992.00	7.00	0.00
S-13001100902	Cannon Creek	Old Goulais Bay Rd, N of 5th Line East	-84.34308461	46.59161477	I	1986.00	1989.00	4.00	0.00
S-13001300102	Garden River	Hwy 17	-84.15775549	46.54297364	I	1972.00	1992.00	16.00	5.00
S-13001900102	Desbarats River	At mouth, S of Desbarats	-83.92933724	46.33566227	I	1972.00	1973.00	2.00	0.00
S-13001900202	Desbarats River	Hwy 17, Village of Desbarats	-83.92124799	46.34440527	I	1972.00	1992.00	10.00	11.00
S-13002000102	Stobie Creek	Hwy 17	-83.88865674	46.34193452	I	1973.00	1976.00	4.00	0.00
S-14000300102	Thessalon River	At mouth, near Water St, S of Thessalon	-83.56099699	46.25218764	I	1972.00	1992.00	14.00	7.00
S-14000300202	Thessalon River	Hwy 17 at Huron St, Thessalon	-83.55999674	46.25706702	I	1972.00	1978.00	7.00	0.00
S-14000300302	Bridgland River	Dwnstrm Little Rapids, W of Hwy 129	-83.56227899	46.29655902	I	1983.00	1985.00	3.00	0.00
S-14001200102	Mississagi River	Mississagi Chute at CPR Bridge	-83.02953598	46.19479402	I	1968.00	1996.00	23.00	6.00
S-14001200202	Mississagi River	Hwy 17, Iron Bridge	-83.22401586	46.27865364	I	1972.00	1976.00	5.00	0.00
S-14001200302	Mississagi River	Dean Lake Rd, N of Dean Lake	-83.15458799	46.24432727	I	1980.00	2005.00	24.00	2.00
S-14001200402	Mississagi River	At mouth, S of Hwy 17	-83.01799461	46.17622739	I	1981.00	1988.00	8.00	0.00
S-14001400102	Blind River	At mouth, S of Hwy 17, Town of Blind River	-82.95673561	46.18307564	I	1972.00	1973.00	2.00	0.00
S-14001400202	Blind River	Hudson St bridge, Blind River	-82.95432298	46.18737552	I	1972.00	1976.00	5.00	0.00
S-14001400302	Blind River	Hwy 17, Blind River	-82.95580661	46.18576102	I	1973.00	1988.00	16.00	0.00
S-14001600102	Lauzon River	Hwy 17, Algoma Mills	-82.80805173	46.18878752	I	1972.00	1976.00	5.00	0.00
S-14001600202	Lauzon River	Regional Rd 538, Algoma Mills	-82.81067623	46.18498852	I	1973.00	1973.00	1.00	0.00
S-14001900102	Serpent River	Hwy 17, E of Hwy 108	-82.51129198	46.21116627	I	1966.00	2005.00	31.00	9.00
S-14001900202	Depot Lake Outlet	Depot Lake	-82.54001686	46.33572064	I	1966.00	1994.00	29.00	0.00
S-14001900302	Pecors Lake Outlet	Pecors Lake	-82.43743948	46.37415677	I	1966.00	1994.00	29.00	0.00
S-14001900402	Pecors Lake Inlet	Pecors Lake	-82.49732086	46.39314364	I	1970.00	1994.00	25.00	0.00
S-14001900509	Tailings Decant	Overflow from Stanrock tailings	-82.55174723	46.47150764	I	1966.00	1972.00	7.00	0.00
S-14001900609	Crotch Lake Outlet	Crotch Lake	-82.59028261	46.41780252	I	1966.00	1988.00	23.00	0.00
S-14001900809	Decant Creek	Decant Tailings Barium treatment (40-2)	-82.57703486	46.38184702	I	1969.00	1972.00	4.00	0.00
S-14001900902	Sheriff Creek	Hwy 108, Elliot Lake	-82.66305186	46.40192402	I	1966.00	1994.00	29.00	0.00
S-14001901002	Rochester Creek	Near inlet to Quirke Lake	-82.52335748	46.49914864	I	1966.00	1994.00	23.00	6.00
S-14001901102	Serpent River	Near inlet to Quirke Lake	-82.60905373	46.51055127	I	1966.00	1994.00	29.00	0.00
S-14001901209	Creek	Near road to Stanrock	-82.55120823	46.47141214	I	1969.00	1984.00	16.00	0.00
S-14001901302	Bud Lake Creek	Hwy 108, Bud Lake	-82.65024298	46.50828152	I	1966.00	1979.00	14.00	0.00
S-14001901402	Serpent River	Panel Mine Sideroad	-82.64143211	46.50333789	I	1966.00	1994.00	29.00	0.00
S-14001901509	Bud Lake Creek	Bud Lake dwnstrm Barium treatment (22-2)	-82.66312998	46.50784002	I	1967.00	1974.00	7.00	1.00
S-14001901609	Bud Lake Tailings	Bud Lake Tailings area (25-3), S. of Hwy 639	-82.66908998	46.51090002	I	1966.00	1985.00	5.00	15.00
S-14001901709	Stollery Lake	Stollery Lake at Denison Dam	-82.63509998	46.48574002	I	1969.00	1988.00	20.00	0.00
S-14001901809	Long Lake Outlet	Barium treatment (20-1),E.of Hwy 108,W.of Denison	-82.63741423	46.48104627	I	1966.00	1979.00	14.00	0.00
S-14001901902	Dunlop Lake Outlet	Dunlop Lake	-82.64804648	46.48153802	I	1966.00	1994.00	29.00	0.00
S-14001902002	Serpent River Tributary	Moose Lake outlet	-82.51653998	46.46241002	I	1970.00	1985.00	14.00	2.00
S-14001902102	Gravel Pit Lake	Gravel Pit Lake dam , W of Hwy 639	-82.68728173	46.51087477	I	1970.00	1983.00	8.00	6.00
S-14001903901	McCarthy Lake	West End	-82.48435986	46.32833489	I	1977.00	1993.00	17.00	0.00
S-14001904001	McCarthy Lake	South End	-82.44838186	46.30751089	I	1977.00	1993.00	17.00	0.00
S-14001904101	Hough Lake	Centre of lake	-82.49228998	46.40895002	I	1977.00	1993.00	17.00	0.00
S-14001904202	Fresh Water Canal	Upstrm Nordic treatment plant	-82.58741773	46.38161952	I	1973.00	1979.00	7.00	0.00
S-14001904301	North Nordic Lake	Effluent canal	-82.59067723	46.37892314	I	1973.00	1983.00	11.00	0.00
S-14001904401	Westner Lake	At Ski Club Rd	-82.62661873	46.38296002	I	1973.00	1994.00	22.00	0.00
S-14001904502	Williams Lake Creek	Denison Mine Access Rd	-82.63536773	46.49448177	I	1973.00	1988.00	14.00	2.00
S-14001904609	Pronto Ditch	Outlet dwnstrm Pronto treatment plant	-82.71162998	46.20428002	I	1974.00	1984.00	7.00	4.00
S-14001904702	Pronto Ditch	Feed to Pronto treatment plant	-82.70886886	46.20493302	I	1973.00	1981.00	7.00	2.00
S-14001904801	Crotch Lake	Feed to treatment plant near Crotch Lake	-82.60806948	46.41977702	I	1973.00	1986.00	8.00	6.00
S-14001904902	Serpent River	Quirke Lake Outlet	-82.48734036	46.48703614	I	1966.00	1992.00	22.00	5.00
S-14001905001	Bud Lake Tailings	At Dam 'D', Bud Lake Tailings, S. of Hwy 639	-82.65969011	46.50891139	I	1976.00	1979.00	4.00	0.00
S-14001905101	Bud Lake Tailings	Treated effluent from Bud Lake at Dam "E"	-82.65402998	46.50842002	I	1976.00	1988.00	13.00	0.00
S-14001905202	Rochester Creek	Strike Lake outlet at No 3 Beaver Pond	-82.52444886	46.51473452	I	1971.00	1977.00	6.00	1.00
S-14001905302	Rochester Creek	Panel at Strike Lake outlet	-82.53729236	46.52065452	I	1973.00	1978.00	6.00	0.00
S-14001905401	May Lake	South end of May Lake	-82.47921298	46.42484627	I	1977.00	1993.00	17.00	0.00
S-14001905501	May Lake	North end of May Lake	-82.49150886	46.44654902	I	1977.00	1993.00	17.00	0.00
S-14001905602	Panel Creek	Quirke Lake	-82.55197098	46.50272814	I	1982.00	1984.00	3.00	0.00
S-14001905802	Serpent River	Inlet to Whiskey Lake from Caribou Lake	-82.42460461	46.46851414	I	1975.00	1975.00	1.00	0.00
S-14001906701	Esten Lake	Cental part of Esten Lake	-82.69498648	46.35264864	I	1977.00	1992.00	16.00	0.00
S-14001906802	Nordic Lake	Buckles Creek, S. of Hwy 108, E. of Esten Dr. S.	-82.60547636	46.36415377	I	1966.00	1974.00	8.00	1.00
S-14001907002	Orient Lake Outlet	Lake outlet, W of Halfmoon Lake	-82.51864348	46.45915327	I	1981.00	1988.00	8.00	0.00
